Post Office Name,ÊPincode,Districts Name,City Name,State,
Rani Khera,Ê312611,Chittorgarh,Chittorgarh,Rajasthan,
Rani Road,Ê313001,Udaipur,Udaipur,Rajasthan,
Rani Sadar Bazar,Ê306115,Pali,Pali,Rajasthan,
Rani Sati Mandir,Ê333001,JhunJhunu,JhunJhunu,Rajasthan,
Raniwara,Ê343040,Jalore,Jalore,Rajasthan,
Ranjeet Nagar Bharatpur,Ê321001,Bharatpur,Bharatpur,Rajasthan,
Ranoli,Ê332403,Sikar,Sikar,Rajasthan,
Ransigaon,Ê342612,Jodhpur,Jodhpur,Rajasthan,
Rareh,Ê321025,Bharatpur,Bharatpur,Rajasthan,
Ras,Ê306107,Pali,Pali,Rajasthan,
Rashidpur,Ê321613,Swaimadhopur,Swaimadhopur,Rajasthan,
Rashmi,Ê312203,Rajsamand,Rajsamand,Rajasthan,
Ratanada,Ê342001,Jodhpur,Jodhpur,Rajasthan,
Ratanada Bazar,Ê342001,Jodhpur,Jodhpur,Rajasthan,
Ratangarh,Ê331022,Churu,Ratangarh,Rajasthan,
Ratangarh R S,Ê331022,Churu,Ratangarh,Rajasthan,
Ratannagar,Ê331021,Churu,Ratannagar,Rajasthan,
Ratau,Ê341317,Nagaur,Nagaur,Rajasthan,
Rath Khana Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Ratlai,Ê326024,Jhalawar,Jhalawar,Rajasthan,
Rauthadia,Ê321621,Bharatpur,Bharatpur,Rajasthan,
Ravinder Path Sri,Ê335001,Ganganagar,Ganganagar,Rajasthan,
Rawanjna Doongar,Ê322031,Swaimadhopur,Swaimadhopur,Rajasthan,
Rawat Bhata,Ê323305,Chittorgarh,Chittorgarh,Rajasthan,
Rawat Bhata Bazar,Ê323305,Chittorgarh,Chittorgarh,Rajasthan,
Rawatsar Barmer,Ê344703,Hanumangarh,Hanumangarh,Rajasthan,
Rawatsar Sri Ganganagar,Ê335524,Ganganagar,Ganganagar,Rajasthan,
Regimental Bazar Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Regimental Centre,Ê305601,Ajmer,Ajmer,Rajasthan,
Regional College Ajmer,Ê305004,Ajmer,Ajmer,Rajasthan,
Ren,Ê341514,Nagaur,Nagaur,Rajasthan,
Reni,Ê301409,Alwar,Alwar,Rajasthan,
Renwal,Ê303603,Jaipur,Jaipur,Rajasthan,
Reodar,Ê307514,Sirohi,Sirohi,Rajasthan,
Rid,Ê341531,Nagaur,Nagaur,Rajasthan,
Ridmalsar,Ê335061,Ganganagar,Ganganagar,Rajasthan,
Rinchhed,Ê313337,Udaipur,Udaipur,Rajasthan,
Ringas,Ê332404,Sikar,Sikar,Rajasthan,
Ringas Town,Ê332404,Sikar,Sikar,Rajasthan,
Rishabhdeo,Ê313802,Udaipur,Udaipur,Rajasthan,
Riyan,Ê341513,Nagaur,Nagaur,Rajasthan,
Rohat,Ê306421,Pali,Pali,Rajasthan,
Rohida,Ê307024,Rajsamand,Rajsamand,Rajasthan,
Rol,Ê341027,Nagaur,Nagaur,Rajasthan,
Rolsabsar,Ê332304,Sikar,Sikar,Rajasthan,
Ronija Than,Ê301035,Alwar,Alwar,Rajasthan,
Roon,Ê341034,Nagaur,Nagaur,Rajasthan,
Ropan,Ê305416,Ajmer,Ajmer,Rajasthan,
Rorubadi,Ê332317,Sikar,Sikar,Rajasthan,
Rudawal,Ê321402,Bharatpur,Bharatpur,Rajasthan,
Rundera,Ê313606,Udaipur,Udaipur,Rajasthan,
Rupaheli Kalan,Ê305626,Bhilwara,Bhilwara,Rajasthan,
Rupbas,Ê321404,Bharatpur,Bharatpur,Rajasthan,
Rupbas Town,Ê321404,Bharatpur,Bharatpur,Rajasthan,
Rupnagar,Ê305814,Ajmer,Ajmer,Rajasthan,
Rural Institute,Ê313001,Udaipur,Udaipur,Rajasthan,
S D M Hospital,Ê302015,Jaipur,Jaipur,Rajasthan,
S M S Highway,Ê302003,Jaipur,Jaipur,Rajasthan,
S M S Hospital,Ê302004,Jaipur,Jaipur,Rajasthan,
Sabji Mandi,Ê302003,Jaipur,Jaipur,Rajasthan,
Sabla,Ê314022,Dungarpur,Dungarpur,Rajasthan,
Sabora,Ê321639,Alwar,Alwar,Rajasthan,
Sabzi Mandi Dholpur,Ê328001,Dholpur,Dholpur,Rajasthan,
Sabzi Mandi Sardar Shahar,Ê331403,Churu,Churu,Rajasthan,
Sabzi Mandi Sheoganj,Ê307027,Sirohi,Sirohi,Rajasthan,
Sadar Bazar Bhinmal,Ê343029,Jalore,Jalore,Rajasthan,
Sadinsar,Ê332305,Sikar,Sikar,Rajasthan,
Sadri,Ê306702,Pali,Sadri,Rajasthan,
Sadri Moti Chowk,Ê306702,Pali,Sadri,Rajasthan,
Sadul Colony Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Sadulpur,Ê331023,Churu,Churu,Rajasthan,
Sadulpur City,Ê331023,Churu,Churu,Rajasthan,
Sadulshahar,Ê335062,Ganganagar,Sadulshahar,Rajasthan,
Sagtara,Ê313906,Udaipur,Udaipur,Rajasthan,
Sagwara,Ê314025,Dungarpur,Sagwara,Rajasthan,
Sagwara Bazar,Ê314025,Dungarpur,Sagwara,Rajasthan,
Sahada,Ê311806,Bhilwara,Bhilwara,Rajasthan,
Sahar,Ê322204,Swaimadhopur,Swaimadhopur,Rajasthan,
Sahawa,Ê331302,Churu,Churu,Rajasthan,
Sahunagar,Ê322022,Swaimadhopur,Swaimadhopur,Rajasthan,
Sahunagar Adarshnagar,Ê322022,Swaimadhopur,Swaimadhopur,Rajasthan,
Sai,Ê342034,Jodhpur,Jodhpur,Rajasthan,
Sainthal,Ê303507,Jaipur,Jaipur,Rajasthan,
Saipau,Ê328027,Dholpur,Dholpur,Rajasthan,
Saiwad,Ê303112,Jaipur,Jaipur,Rajasthan,
Sajjangarh,Ê327602,Banswara,Banswara,Rajasthan,
Saket,Ê301416,Alwar,Alwar,Rajasthan,
Sakhun,Ê303349,Jaipur,Jaipur,Rajasthan,
Sakroda,Ê313212,Udaipur,Udaipur,Rajasthan,
Salamgarh,Ê312618,Chittorgarh,Chittorgarh,Rajasthan,
Salasar,Ê321506,Bharatpur,Bharatpur,Rajasthan,
Salawas,Ê342804,Jodhpur,Jodhpur,Rajasthan,
Salembad Ajmer,Ê305815,Ajmer,Ajmer,Rajasthan,
Salembad Dholpur,Ê328039,Dholpur,Dholpur,Rajasthan,
Salempur Chowki,Ê322248,Swaimadhopur,Swaimadhopur,Rajasthan,
Salempur Kalan,Ê321413,Bharatpur,Bharatpur,Rajasthan,
Salempur Khurd,Ê321421,Bharatpur,Bharatpur,Rajasthan,
Salotia,Ê326521,Kota,Kota,Rajasthan,
Salpura,Ê325219,Kota,Kota,Rajasthan,
Salt Colony,Ê303604,Jaipur,Jaipur,Rajasthan,
Salumbar,Ê313027,Udaipur,Salumbar,Rajasthan,
Salumbar Gandhi Chowk,Ê313027,Udaipur,Salumbar,Rajasthan,
Sam,Ê345030,Jaisalmer,Jaisalmer,Rajasthan,
Sambhar Lake,Ê303604,Jaipur,Jaipur,Rajasthan,
Sambhoogarh,Ê305011,Bhilwara,Bhilwara,Rajasthan,
Samdari,Ê344021,Barmer,Barmer,Rajasthan,
Samdari R S,Ê344036,Barmer,Barmer,Rajasthan,
Samod,Ê303806,Jaipur,Jaipur,Rajasthan,
Samrania,Ê325227,Kota,Kota,Rajasthan,
Samraya,Ê321422,Bharatpur,Bharatpur,Rajasthan,
Samuchi,Ê321632,Bharatpur,Bharatpur,Rajasthan,
Sanawada,Ê344708,Barmer,Barmer,Rajasthan,
Sanchore,Ê343041,Jalore,Sanchore,Rajasthan,
Sanderao,Ê306708,Pali,Pali,Rajasthan,
Sandwa,Ê331517,Churu,Churu,Rajasthan,
Sanga Bazar,Ê312001,Chittorgarh,Chittorgarh,Rajasthan,
Sangad,Ê345027,Jaisalmer,Jaisalmer,Rajasthan,
Sanganer Bazar,Ê303902,Jaipur,Jaipur,Rajasthan,
Sanganer Bhilwara,Ê311013,Bhilwara,Bhilwara,Rajasthan,
Sangaria Mandi,Ê335063,Hanumangarh,Hanumangarh,Rajasthan,
Sangaria R S,Ê335063,Hanumangarh,Hanumangarh,Rajasthan,
Sangod,Ê325601,Kota,Sangod,Rajasthan,
Sankarwada,Ê322209,Swaimadhopur,Swaimadhopur,Rajasthan,
Sankhu Fort,Ê331303,Churu,Churu,Rajasthan,
Sankra,Ê345026,Jaisalmer,Jaisalmer,Rajasthan,
Santha,Ê321625,Dausa,Dausa,Rajasthan,
Santhu,Ê343026,Jalore,Jalore,Rajasthan,
Santpur,Ê307044,Sirohi,Sirohi,Rajasthan,
Sanwar,Ê313206,Udaipur,Udaipur,Rajasthan,
Sapotra,Ê322218,Karauli ,Karauli ,Rajasthan,
Saradhana,Ê305206,Ajmer,Ajmer,Rajasthan,
Sarara,Ê313902,Udaipur,Udaipur,Rajasthan,
Sardar Shahar,Ê331403,Churu,Churu,Rajasthan,
Sardargarh,Ê335705,Ganganagar,Ganganagar,Rajasthan,
Sardarpura Bika,Ê335710,Ganganagar,Ganganagar,Rajasthan,
Sardarshahar,Ê331401,Churu,Sardarshahar,Rajasthan,
Sardarshahar,Ê331403,Churu,Sardarshahar,Rajasthan,
Sarmathura,Ê328026,Dholpur,Dholpur,Rajasthan,
Saroda,Ê314032,Dungarpur,Dungarpur,Rajasthan,
Sarola,Ê326035,Jhalawar,Jhalawar,Rajasthan,
Sarupganj,Ê307023,Sirohi,Sirohi,Rajasthan,
Sarwana,Ê343033,Jalore,Jalore,Rajasthan,
Sarwar,Ê305403,Ajmer,Sarwar,Rajasthan,
Sathin,Ê342608,Jodhpur,Jodhpur,Rajasthan,
Satra,Ê331031,Churu,Churu,Rajasthan,
Saveena,Ê313013,Udaipur,Udaipur,Rajasthan,
Sawa,Ê312613,Chittorgarh,Chittorgarh,Rajasthan,
Sawai,Ê321207,Bharatpur,Bharatpur,Rajasthan,
Sawai Kheda,Ê321207,Bharatpur,Bharatpur,Rajasthan,
Sawai Madhopur R S,Ê322001,Swaimadhopur,Swaimadhopur,Rajasthan,
Sawai Madhopur Town,Ê322021,Swaimadhopur,Swaimadhopur,Rajasthan,
Sawai Modhopur,Ê322021,Swaimadhopur,Swaimadhopur,Rajasthan,
Sawar,Ê305407,Ajmer,Ajmer,Rajasthan,
Sawau Padmsingh,Ê344037,Barmer,Barmer,Rajasthan,
Sayala,Ê343022,Jalore,Jalore,Rajasthan,
Sayalawas Kalan,Ê303314,Jaipur,Jaipur,Rajasthan,
Sayra,Ê313704,Udaipur,Udaipur,Rajasthan,
Sedwa,Ê344706,Barmer,Barmer,Rajasthan,
Sefraguwar,Ê332716,JhunJhunu,JhunJhunu,Rajasthan,
Sekhisar,Ê332308,Sikar,Sikar,Rajasthan,
Semari,Ê313903,Udaipur,Udaipur,Rajasthan,
Sendra,Ê306102,Pali,Pali,Rajasthan,
Senthi,Ê312025,Chittorgarh,Chittorgarh,Rajasthan,
Seria,Ê313028,Udaipur,Udaipur,Rajasthan,
Session Court Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Setrawa,Ê342025,Jodhpur,Jodhpur,Rajasthan,
Sewa,Ê322222,Swaimadhopur,Swaimadhopur,Rajasthan,
Sewar,Ê321303,Bharatpur,Bharatpur,Rajasthan,
Sewari,Ê306707,Pali,Pali,Rajasthan,
Shahahanpur,Ê301706,Alwar,Alwar,Rajasthan,
Shahar,Ê322204,Karauli,Karauli,Rajasthan,
Shahbad Alwar,Ê301422,Baran,Baran,Rajasthan,
Shahbad Kota,Ê325217,Baran,Baran,Rajasthan,
Shahdoli,Ê301044,Alwar,Alwar,Rajasthan,
Shahed Pannalal Chorawa,Ê326519,Kota,Kota,Rajasthan,
Shahpura,Ê311404,Bhilwara,Shahpura,Rajasthan,
Shahpura Bazar,Ê311404,Bhilwara,Shahpura,Rajasthan,
Shahpura Bhilwara,Ê311404,Bhilwara,Shahpura,Rajasthan,
Shahpura Kund Gate,Ê311404,Bhilwara,Shahpura,Rajasthan,
Shakargarh,Ê305414,Bhilwara,Bhilwara,Rajasthan,
Shambhupura,Ê312612,Chittorgarh,Chittorgarh,Rajasthan,
Shantivirnagar,Ê322221,Swaimadhopur,Swaimadhopur,Rajasthan,
Shastri Circle,Ê342003,Jodhpur,Jodhpur,Rajasthan,
Shastri Nagar,Ê342003,Jodhpur,Jodhpur,Rajasthan,
Shastrinagar Ajmer,Ê305006,Ajmer,Ajmer,Rajasthan,
Shastrinagar Gangapur,Ê311801,Bhilwara,Bhilwara,Rajasthan,
Sheodaspura,Ê303903,Jaipur,Jaipur,Rajasthan,
Sheoganj,Ê307027,Sirohi,Sheoganj,Rajasthan,
Shergarh Banswara,Ê327033,Banswara,Banswara,Rajasthan,
Shergarh Jodhpur,Ê342022,Jodhpur,Jodhpur,Rajasthan,
Shimla,Ê333048,JhunJhunu,JhunJhunu,Rajasthan,
Shishoda,Ê313303,Udaipur,Udaipur,Rajasthan,
Shishu,Ê332405,Sikar,Sikar,Rajasthan,
Shiv,Ê344701,Barmer,Barmer,Rajasthan,
Shiv Park,Ê302016,Jaipur,Jaipur,Rajasthan,
Shivaji Nagar,Ê302002,Jaipur,Jaipur,Rajasthan,
Shivaji Nagar,Ê313001,Udaipur,Udaipur,Rajasthan,
Shivajinagar Madanganj,Ê305801,Ajmer,Ajmer,Rajasthan,
Shopping Centre,Ê324007,Kota,Kota,Rajasthan,
Siana,Ê343024,Jalore,Jalore,Rajasthan,
Siar Mochiwara,Ê332001,Sikar,Sikar,Rajasthan,
Sidhmukh,Ê331701,Churu,Churu,Rajasthan,
Signore,Ê333314,JhunJhunu,JhunJhunu,Rajasthan,
Sihot Badi,Ê332028,Sikar,Sikar,Rajasthan,
Sihot Chhoti,Ê332033,Sikar,Sikar,Rajasthan,
Sikandra,Ê303326,Jaipur,Jaipur,Rajasthan,
Sikar,Ê332001,Sikar,Sikar,Rajasthan,
Sikar Bajaj Road,Ê332001,Sikar,Sikar,Rajasthan,
Sikar Collectorate,Ê332001,Sikar,Sikar,Rajasthan,
Sikar Devipura,Ê332001,Sikar,Sikar,Rajasthan,
Sikar Fatehpuri Gate,Ê332001,Sikar,Sikar,Rajasthan,
Sikar Gandhinagar,Ê332001,Sikar,Sikar,Rajasthan,
Sikar Hospital Road,Ê332001,Sikar,Sikar,Rajasthan,
Sikar House Colony,Ê302016,Jaipur,Jaipur,Rajasthan,
Sikar Mahamandir Road,Ê332001,Sikar,Sikar,Rajasthan,
Sikar Maulana Azad,Ê332001,Sikar,Sikar,Rajasthan,
Sikariya Bazar Fatehpur,Ê332301,Sikar,Sikar,Rajasthan,
Sikrai,Ê303508,Jaipur,Jaipur,Rajasthan,
Sikri,Ê321024,Bharatpur,Bharatpur,Rajasthan,
Sikroda Mina,Ê322233,Swaimadhopur,Swaimadhopur,Rajasthan,
Simalia,Ê325203,Kota,Kota,Rajasthan,
Simalwara,Ê314403,Dungarpur,Dungarpur,Rajasthan,
Sindhari,Ê344033,Barmer,Barmer,Rajasthan,
Sindhi Colony,Ê302006,Jaipur,Jaipur,Rajasthan,
Singhana,Ê333516,JhunJhunu,JhunJhunu,Rajasthan,
Singhi Park Churu,Ê331001,Churu,Churu,Rajasthan,
Singhpur,Ê312207,Chittorgarh,Chittorgarh,Rajasthan,
Singrawat,Ê332030,Sikar,Sikar,Rajasthan,
Sinthal,Ê334202,Bikaner,Bikaner,Rajasthan,
Siras,Ê321429,Bharatpur,Bharatpur,Rajasthan,
Siras Tonk,Ê304026,Tonk,Tonk,Rajasthan,
Siriyari,Ê306027,Pali,Pali,Rajasthan,
Sirohi,Ê307001,Sirohi,Sirohi,Rajasthan,
Sirohi Bazar,Ê307001,Sirohi,Sirohi,Rajasthan,
Sirohi Bhatkara,Ê307001,Sirohi,Sirohi,Rajasthan,
Sirohi Road,Ê307021,Sirohi,Sirohi,Rajasthan,
Sirohi Sarup Vilas,Ê307001,Sirohi,Sirohi,Rajasthan,
Sirohi Sikar,Ê332714,Sikar,Sikar,Rajasthan,
Siswali,Ê325206,Kota,Kota,Rajasthan,
Sitla Gate Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Sitla Temple Road Churu,Ê331001,Churu,Churu,Rajasthan,
Siwana,Ê343044,Barmer,Barmer,Rajasthan,
Siwanchi Gate,Ê342001,Jodhpur,Jodhpur,Rajasthan,
Siwar,Ê322704,Swaimadhopur,Swaimadhopur,Rajasthan,
Small Industrial Area,Ê324007,Kota,Kota,Rajasthan,
Sobhasar,Ê331509,Churu,Churu,Rajasthan,
Sojat,Ê306104,Pali,Pali,Rajasthan,
Sojat Industrial Estate,Ê306104,Pali,Pali,Rajasthan,
Sojat Road,Ê306103,Pali,Pali,Rajasthan,
Sojati Gate,Ê342001,Jodhpur,Jodhpur,Rajasthan,
Somesar,Ê306503,Pali,Pali,Rajasthan,
Sonkhri,Ê321628,Bharatpur,Bharatpur,Rajasthan,
Soorsagar Jodhpur,Ê342024,Jodhpur,Jodhpur,Rajasthan,
Soorwal,Ê322027,Swaimadhopur,Swaimadhopur,Rajasthan,
Sri Balaji,Ê341029,Nagaur,Nagaur,Rajasthan,
Sri Bijeynagar,Ê335704,Ganganagar,Ganganagar,Rajasthan,
Sri Chhatarpur,Ê326501,Jhalawar,Jhalawar,Rajasthan,
Sri Dungargah,Ê331803,Churu,Churu,Rajasthan,
Sri Ganganagar,Ê335001,Ganganagar,Ganganagar,Rajasthan,
Sri Ganganagar R S,Ê335001,Ganganagar,Ganganagar,Rajasthan,
Sri Karanpur,Ê335073,Ganganagar,Ganganagar,Rajasthan,
Sri Kolayatji,Ê334302,Bikaner,Bikaner,Rajasthan,
Sri Madhopur,Ê332715,Sikar,Sri Madhopur,Rajasthan,
Sri Madhopur Bazar,Ê332715,Sikar,Sri Madhopur,Rajasthan,
Sri Mahavirji,Ê322220,Swaimadhopur,Swaimadhopur,Rajasthan,
Srinagar,Ê305025,Ajmer,Ajmer,Rajasthan,
Station Road,Ê302006,Jaipur,Jaipur,Rajasthan,
Station Road,Ê341508,Nagaur,Nagaur,Rajasthan,
Station Road,Ê313001,Udaipur,Udaipur,Rajasthan,
Station Road Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Station Road Churu,Ê331001,Churu,Churu,Rajasthan,
Station Road Hindaun,Ê322230,Swaimadhopur,Swaimadhopur,Rajasthan,
Station Road Nawalgarh,Ê333042,JhunJhunu,JhunJhunu,Rajasthan,
Subash Marg,Ê324001,Kota,Kota,Rajasthan,
Subashpura Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Subzi Mandi Kota,Ê324006,Kota,Kota,Rajasthan,
Sudsar,Ê331811,Churu,Churu,Rajasthan,
Sugar Factory Sri,Ê335001,Ganganagar,Ganganagar,Rajasthan,
Sujangarh,Ê331507,Churu,Sujangarh,Rajasthan,
Sujangarh Gopalpura Road,Ê331507,Churu,Churu,Rajasthan,
Sujangarh R S,Ê331507,Churu,Churu,Rajasthan,
Suket,Ê326530,Kota,Suket,Rajasthan,
Sultana,Ê333028,JhunJhunu,JhunJhunu,Rajasthan,
Sultanpur,Ê325204,Kota,Kota,Rajasthan,
Sumel,Ê306108,Pali,Pali,Rajasthan,
Sumerganj Mandi,Ê323614,Bundi,Bundi,Rajasthan,
Sumerpur,Ê306902,Pali,Sumerpur,Rajasthan,
Sumerpur Krishi,Ê306902,Pali,Sumerpur,Rajasthan,
Sunder Vilas Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Sunderpura,Ê322245,Swaimadhopur,Swaimadhopur,Rajasthan,
Sunel,Ê326513,Jhalawar,Jhalawar,Rajasthan,
Surajgarh,Ê333029,JhunJhunu,Surajgarh,Rajasthan,
Surajgarh Bazar,Ê333029,JhunJhunu,JhunJhunu,Rajasthan,
Surajpole,Ê313001,Udaipur,Udaipur,Rajasthan,
Surajpole Kota,Ê324006,Kota,Kota,Rajasthan,
Surana Bazar,Ê332715,Sikar,Sikar,Rajasthan,
Suratgarh,Ê335804,Ganganagar,Suratgarh,Rajasthan,
Suratgarh City,Ê335804,Ganganagar,Suratgarh,Rajasthan,
Surewala,Ê335515,Ganganagar,Ganganagar,Rajasthan,
Surmalikpur,Ê303607,Jaipur,Jaipur,Rajasthan,
Suroth,Ê322252,Karauli,Karauli,Rajasthan,
Sursura,Ê305820,Ajmer,Ajmer,Rajasthan,
Suwana,Ê311011,Bhilwara,Bhilwara,Rajasthan,
Tagatgarh,Ê305912,Ajmer,Ajmer,Rajasthan,
Talchiri,Ê322246,Swaimadhopur,Swaimadhopur,Rajasthan,
Talera,Ê323021,Bundi,Bundi,Rajasthan,
Talwandi,Ê324005,Kota,Kota,Rajasthan,
Talwara,Ê327025,Banswara,Banswara,Rajasthan,
Talwara Jhil,Ê335525,Ganganagar,Ganganagar,Rajasthan,
Tankarda,Ê303703,Jaipur,Jaipur,Rajasthan,
Tantoti,Ê305627,Ajmer,Ajmer,Rajasthan,
Tapukara,Ê301707,Alwar,Alwar,Rajasthan,
Taranagar,Ê331304,Churu,Taranagar,Rajasthan,
Taranagar Bazar,Ê331304,Churu,Taranagar,Rajasthan,
Tarnau,Ê341030,Nagaur,Nagaur,Rajasthan,
Tarpura,Ê333043,JhunJhunu,JhunJhunu,Rajasthan,
Tasai,Ê321629,Bharatpur,Bharatpur,Rajasthan,
Tasimo,Ê328035,Dholpur,Dholpur,Rajasthan,
Tatarpur,Ê301424,Alwar,Alwar,Rajasthan,
Tatonwa,Ê332042,Sikar,Sikar,Rajasthan,
Tehla,Ê301410,Alwar,Alwar,Rajasthan,
Tehsil Road Nokha,Ê334803,Bikaner,Bikaner,Rajasthan,
Tekri,Ê313001,Udaipur,Udaipur,Rajasthan,
Tena,Ê342028,Jodhpur,Jodhpur,Rajasthan,
Teori,Ê342306,Jodhpur,Jodhpur,Rajasthan,
Thakarda,Ê314029,Dungarpur,Dungarpur,Rajasthan,
Thanwla,Ê305026,Nagaur,Nagaur,Rajasthan,
Theri Sri Karanpur,Ê335073,Ganganagar,Ganganagar,Rajasthan,
Thikhi,Ê343045,Jalore,Jalore,Rajasthan,
Thoi,Ê332719,Sikar,Sikar,Rajasthan,
Thoon,Ê321210,Bharatpur,Bharatpur,Rajasthan,
Tiba Basai,Ê332717,JhunJhunu,JhunJhunu,Rajasthan,
Tibi,Ê335526,Ganganagar,Ganganagar,Rajasthan,
Tihawali,Ê332307,Sikar,Sikar,Rajasthan,
Tijara,Ê301411,Alwar,Tijara,Rajasthan,
Tijara Dehra,Ê301411,Alwar,Tijara,Rajasthan,
Tilaknagar,Ê302004,Jaipur,Jaipur,Rajasthan,
Tilanesh,Ê341549,Nagaur,Nagaur,Rajasthan,
Tilonia,Ê305816,Ajmer,Ajmer,Rajasthan,
Titanwar,Ê333012,JhunJhunu,JhunJhunu,Rajasthan,
Toda Bhim,Ê321611,Swaimadhopur,Swaimadhopur,Rajasthan,
Toda Raisingh,Ê304505,Tonk,Tonk,Rajasthan,
Todgarh,Ê305924,Ajmer,Ajmer,Rajasthan,
Tokar,Ê313034,Udaipur,Udaipur,Rajasthan,
Tonk,Ê304001,Tonk,Tonk,Rajasthan,
Topdara Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Tordisagar,Ê304511,Tonk,Tonk,Rajasthan,
Toshina,Ê341319,Nagaur,Nagaur,Rajasthan,
Tourist Complex,Ê313001,Udaipur,Udaipur,Rajasthan,
Town Bazar,Ê322021,Swaimadhopur,Swaimadhopur,Rajasthan,
Tunga,Ê303302,Jaipur,Jaipur,Rajasthan,
Tyre Factory,Ê303302,Jaipur,Jaipur,Rajasthan,
Uchain,Ê321302,Bharatpur,Bharatpur,Rajasthan,
Udai Kalan,Ê322206,Swaimadhopur,Swaimadhopur,Rajasthan,
Udai Mandir,Ê342006,Jodhpur,Jodhpur,Rajasthan,
Udaibhanganj Dholpur,Ê328001,Dholpur,Dholpur,Rajasthan,
Udaipur,Ê313001,Udaipur,Udaipur,Rajasthan,
Udaipur Shastri Circle,Ê313001,Udaipur,Udaipur,Rajasthan,
Udaipuria,Ê303807,Jaipur,Jaipur,Rajasthan,
Udaipurwati,Ê333307,JhunJhunu,Udaipurwati,Rajasthan,
Udairmsar,Ê334402,Bikaner,Bikaner,Rajasthan,
Udasar,Ê334022,Bikaner,Bikaner,Rajasthan,
Udyognagar,Ê306401,Pali,Pali,Rajasthan,
Udyogpuri Indira,Ê324004,Kota,Kota,Rajasthan,
Udyogpuri Kota,Ê324004,Kota,Kota,Rajasthan,
Ukrond,Ê321626,Bharatpur,Bharatpur,Rajasthan,
Umar,Ê323025,Bundi,Bundi,Rajasthan,
Umed Bhawan,Ê342006,Jodhpur,Jodhpur,Rajasthan,
Umedabad,Ê343021,Jalore,Jalore,Rajasthan,
Umren,Ê301033,Alwar,Alwar,Rajasthan,
Undri Sumerpur,Ê306902,Pali,Pali,Rajasthan,
Undwa,Ê326520,Kota,Kota,Rajasthan,
Uniara,Ê304024,Tonk,Uniara,Rajasthan,
University Campus,Ê342001,Jodhpur,Jodhpur,Rajasthan,
University Campus,Ê313001,Udaipur,Udaipur,Rajasthan,
Upaj Mandi,Ê306902,Pali,Pali,Rajasthan,
Upreda,Ê311408,Bhilwara,Bhilwara,Rajasthan,
V P Sangaria,Ê335063,Hanumangarh,Hanumangarh,Rajasthan,
V V Pilani,Ê333031,JhunJhunu,JhunJhunu,Rajasthan,
Vadgaon,Ê343048,Jalore,Jalore,Rajasthan,
Vaishalinagar Ajmer,Ê305006,Ajmer,Ajmer,Rajasthan,
Vallabhnagar,Ê324007,Kota,Kota,Rajasthan,
Vallabhnagar,Ê313601,Udaipur,Udaipur,Rajasthan,
Vidya Bhawan,Ê313001,Udaipur,Udaipur,Rajasthan,
Vidyut Bhawan,Ê302005,Jaipur,Jaipur,Rajasthan,
Vijaimandir,Ê301042,Alwar,Alwar,Rajasthan,
Vikasnagar,Ê314404,Dungarpur,Dungarpur,Rajasthan,
Vikramnagar,Ê323306,Chittorgarh,Chittorgarh,Rajasthan,
Viratnagar,Ê303102,Jaipur,Viratnagar,Rajasthan,
W R C Kota,Ê324002,Kota,Kota,Rajasthan,
Wagon Factory Bharatpur,Ê321001,Bharatpur,Bharatpur,Rajasthan,
Watika,Ê303905,Jaipur,Jaipur,Rajasthan,
Wazirpur,Ê322219,Swaimadhopur,Swaimadhopur,Rajasthan,
Weir,Ê321408,Bharatpur,Weir,Rajasthan,
Weir Town,Ê321408,Bharatpur,Weir,Rajasthan,
Zawar Mines,Ê313901,Udaipur,Udaipur,Rajasthan,
Zink Smelter,Ê313024,Udaipur,Udaipur,Rajasthan,
Chakung,Ê737127,West Sikkim,Gyalshing,Sikkim,
Chung Thung,Ê737120,North Sikkim,Mangan,Sikkim,
Dain Thong,Ê737136,East Sikkim,Gangtok,Sikkim,
Dentam,Ê737112,West Sikkim,Gyalshing,Sikkim,
Dikchu,Ê737107,East Sikkim,Gangtok,Sikkim,
Doorali,Ê737102,East Sikkim,Gangtok,Sikkim,
Gangtok,Ê737101,East Sikkim,Gangtok,Sikkim,
Gangtok Bazar,Ê737101,East Sikkim,Gangtok,Sikkim,
Gayzing,Ê737111,West Sikkim,Gyalshing,Sikkim,
Kabi,Ê737117,North Sikkim,Mangan,Sikkim,
Kaluk Bazar,Ê737114,West Sikkim,Gyalshing,Sikkim,
Magan,Ê737116,North Sikkim,Mangan,Sikkim,
Makha,Ê737138,East Sikkim,Gangtok,Sikkim,
Mallibazar,Ê737128,South Sikkim,Namchi,Sikkim,
Namchi,Ê737126,South Sikkim,Namchi,Sikkim,
Namthung,Ê737137,South Sikkim,Namchi,Sikkim,
Nayabazar,Ê737121,South Sikkim,Nayabazar,Sikkim,
